id,superficie_interior_m2,superficie_exterior_m2,numero_habitacions,numero_banos,ano_construccion,lonxitude,latitude,temperatura_media_mes_construccion,tipo_edificacion,calidade_materiais,cor_favorita_propietario,distancia_centro_km,distancia_escola_km,indice_criminalidade,acceso_transporte_publico,orientacion,eficiencia_enerxetica,numero_arboles_xardin,prezo_euros,ln_precio,total_area,ratio_exterior_interior,log_int_area,log_ext_area,area_per_room
9018,109.96,769.09,5,3,1965,-7.92,42.68,12.7,Casa,Media,Amarelo,34.39,15.01,0.5,Regular,Sur,E,6,257718,12.45962512306501,879.0500000000001,6.994270643870499,4.7091697760065765,6.646507391134313,21.991999999999997
16941,96.95,16.3,2,1,1959,-8.86,42.76,18.97,Apartamento,Alta,Verde,20.99,11.95,0.33,Regular,Sur,A,0,136195,11.82185030369066,113.25,0.16812790097988653,4.58445714439055,2.8507065015037334,48.475
16107,142.86,734.81,6,3,1968,-8.85,42.58,7.23,Casa,Alta,Azul,78.79,4.51,0.04,Bo,Sur,C,12,479664,13.080843222560196,877.67,5.143567128657426,4.96884060443921,6.600971933227955,23.810000000000002
22535,303.11,1484.38,1,1,1947,-8.13,42.35,25.27,Casa,Media,Vermello,14.49,15.58,0.65,Bo,Norte,C,16,459882,13.038727388287297,1787.4900000000002,4.897166045330079,5.717389478062418,7.303425910757853,303.11
21180,106.81,15.63,3,1,1998,-8.09,43.49,23.57,Apartamento,Media,Verde,12.56,18.79,,Bo,Sur,E,0,175390,12.074773046315267,122.44,0.14633461286396404,4.680370418551027,2.8112082932048366,35.60333333333333
2470,131.14,193.5,4,1,1947,-6.86,42.01,15.1,Chalet adosado,Alta,Branco,47.98,14.07,,Regular,Norte,D,16,182702,12.115617162592534,324.64,1.475522342534696,4.8838619666017395,5.270432163058501,32.785
3739,,840.0,3,3,1949,-8.73,42.73,7.86,Casa,Baixa,Verde,54.51,0.05,0.46,Regular,Sur,G,14,201760,12.214839107570286,,,,6.734591659972948,
20671,44.18,25.18,6,2,2000,-8.78,42.9,14.17,Apartamento,Media,Verde,3.22,4.99,0.23,Bo,Norte,D,0,124372,11.731040393929593,69.36,0.5699411498415573,3.810654511039857,3.264995760481754,7.363333333333333
13482,135.08,24.86,4,3,1960,-8.5,41.87,21.82,Apartamento,Alta,Azul,0.19,11.15,0.2,Regular,Norte,D,0,174197,12.067947862278375,159.94,0.1840390879478827,4.913242948087606,3.2526973733437115,33.77
26293,120.33,22.76,1,2,1994,-9.27,42.28,14.88,Apartamento,Media,Verde,12.81,10.3,0.57,Bo,Sur,C,0,119208,11.688633534118857,143.09,0.18914651375384361,4.798514106063782,3.168003494494444,120.33
18989,30.0,0.0,4,2,1984,-7.7,42.08,23.24,Apartamento,Alta,Negro,2.89,12.0,,Bo,Norte,C,0,50000,10.819798284210286,30.0,0.0,3.4339872044851463,0.0,7.5
363,117.98,2282.11,5,2,1998,-7.83,43.62,19.05,Casa,Alta,Amarelo,58.76,17.83,0.27,Bo,Este,C,14,529828,13.1803095919589,2400.09,19.34319376165452,4.7789554117597595,7.7332938275854515,23.596
6925,57.15,828.9,6,1,2003,-7.06,41.96,20.97,Casa,Media,Azul,40.3,4.05,0.75,Regular,Norte,G,12,139938,11.848961892354676,886.05,14.503937007874015,4.063025878964673,6.7213052116044025,9.525
18089,87.6,30.08,1,3,1965,-7.89,43.64,10.64,Apartamento,Media,Azul,18.43,2.59,0.48,Regular,Este,E,0,94772,11.459239837550424,117.67999999999999,0.34337899543378997,4.484131857611035,3.436564525499447,87.6
14689,196.15,0.0,1,3,2013,-8.26,42.25,5.98,Chalet adosado,Media,Branco,30.51,18.4,0.13,Bo,Oeste,D,4,230225,12.34681671415707,196.15,0.0,5.283964860323636,0.0,196.15
2140,34.91,,1,1,1987,-6.86,43.65,19.65,Apartamento,Baixa,Branco,0.1,13.67,0.35,Regular,Oeste,D,0,64861,11.080017215031907,,,3.5810158082379915,,34.91
19624,285.87,600.67,5,3,1964,-8.52,43.27,23.42,Casa,Media,Verde,45.04,1.51,0.16,Bo,Este,B,4,527442,13.175796081621757,886.54,2.101199846083884,5.65902915146902,6.39970912224973,57.174
18768,179.1,1975.08,5,3,2023,-8.17,42.59,7.2,Casa,Alta,Verde,,5.64,0.44,Bo,Sur,E,14,507872,13.13798669530541,2154.18,11.027805695142378,5.19351225218191,7.588870363318244,35.82
7315,,1557.71,6,1,1987,-8.33,42.8,5.27,Casa,Media,Azul,44.91,26.37,0.39,Regular,Sur,C,5,380793,12.850013825472695,,,,7.351613835077171,
20696,30.3,2.3,3,3,1972,-8.83,42.47,14.61,Apartamento,Alta,Verde,0.1,11.32,0.19,Regular,Oeste,C,0,91253,11.421402106100423,32.6,0.0759075907590759,3.4436180975461075,1.1939224684724346,10.1
25862,31.83,0.0,2,1,2024,-8.22,42.91,18.92,Apartamento,Alta,Vermello,10.33,0.05,,Bo,Este,B,0,61574,11.028011222988738,31.83,0.0,3.4913427315135013,0.0,15.915
1313,30.0,0.0,2,3,1980,-6.95,41.98,18.72,Apartamento,Media,Vermello,0.1,20.65,0.45,Regular,Sur,D,0,50000,10.819798284210286,30.0,0.0,3.4339872044851463,0.0,15.0
26573,54.07,23.82,5,3,2001,-7.88,42.12,9.89,Apartamento,Alta,Branco,9.4,0.18,0.4,Bo,Norte,C,0,66725,11.108349961046898,77.89,0.44054004068799707,4.00860510327439,3.211649779776461,10.814
20315,255.03,2123.93,4,2,1961,-7.68,42.76,7.85,Casa,Media,Branco,44.53,21.76,0.63,Bo,Oeste,F,12,480063,13.081674707329308,2378.96,8.328157471669998,5.545294625113644,7.6614941396394745,63.7575
6184,86.68,29.21,4,1,1967,-7.77,42.29,12.59,Apartamento,Alta,Negro,10.28,4.68,0.31,Bo,Este,C,0,142276,11.865531140655952,115.89000000000001,0.3369866174434702,4.473693823199706,3.4081729953985804,21.67
11304,50.13,4.52,4,3,1984,-9.19,42.66,18.22,Apartamento,Media,Branco,,8.91,0.29,Regular,Este,A,0,150125,11.919230220475836,54.650000000000006,0.09016556951924994,3.934371409091908,1.7083778602890038,12.5325
1592,188.88,87.31,5,3,1979,-9.24,42.53,23.5,Chalet adosado,Baixa,Azul,59.71,,0.36,Regular,Norte,G,3,169828,12.042547327440298,276.19,0.46225116476069467,5.246392293683117,4.480853351480711,37.775999999999996
29085,30.0,0.0,5,2,1966,-6.8,42.93,22.55,Apartamento,Media,Vermello,8.17,,0.19,Bo,Norte,D,0,99122,11.504116782188833,30.0,0.0,3.4339872044851463,0.0,6.0
18547,124.56,0.0,3,2,1955,-8.85,41.85,14.37,Apartamento,Alta,Amarelo,13.16,14.25,0.23,Bo,Este,B,0,99248,11.505387122931927,124.56,0.0,4.832783731973753,0.0,41.52
2397,290.31,147.36,6,1,1975,-9.1,42.59,22.89,Casa,Alta,Amarelo,66.92,,0.77,Malo,Oeste,E,18,367370,12.814127515604781,437.67,0.5075953291309291,5.674387992246747,4.9996417526213905,48.385
16702,35.67,29.93,3,2,1976,-9.28,43.01,7.51,Apartamento,Baixa,Branco,1.72,16.32,0.61,Regular,Este,D,0,65572,11.090919304841822,65.6,0.8390804597701149,3.6019589820832345,3.4317265866969784,11.89
14560,101.41,94.42,5,1,1993,-8.44,43.59,23.9,Chalet adosado,Alta,Azul,44.51,,0.38,Bo,Oeste,D,7,207906,12.244846143312952,195.82999999999998,0.9310718864017355,4.628984364087346,4.558288200087961,20.282
9517,115.47,391.38,2,1,1985,-8.98,41.86,14.11,Casa,Media,Amarelo,29.58,21.0,0.52,Bo,Sur,G,1,118974,11.68666866598931,506.85,3.3894518056638088,4.75763372911456,5.9722307579926825,57.735
27688,47.99,0.0,5,1,1972,-8.85,41.98,26.04,Apartamento,Alta,Branco,33.22,7.39,0.34,Bo,Norte,C,0,101954,11.53228681844885,47.99,0.0,3.8916161956504833,0.0,9.598
5234,30.0,6.46,3,2,1957,-7.74,42.21,26.28,Apartamento,Media,Branco,,6.3,,Regular,Sur,C,0,58023,10.968611997043249,36.46,0.21533333333333332,3.4339872044851463,2.0095554142156695,10.0
28326,192.69,928.51,3,3,1964,-8.53,42.51,28.48,Casa,Media,Amarelo,35.46,12.89,0.32,Bo,Este,E,15,354556,12.77862440187387,1121.2,4.818672479111526,5.266258942854148,6.834657565575924,64.23
21453,80.52,1646.52,1,2,2024,-6.98,43.1,28.17,Casa,Alta,Azul,7.43,20.21,0.34,Regular,Sur,G,1,314954,12.660185050459859,1727.04,20.448584202682564,4.400848388914469,7.40702640590844,80.52
20421,211.68,1217.28,3,1,1988,-8.2,42.59,21.85,Casa,Alta,Verde,76.4,15.06,0.45,Regular,Oeste,D,2,393104,12.881832030738881,1428.96,5.750566893424036,5.359788688636137,7.105195306907793,70.56
8988,179.43,1375.62,3,3,1940,-7.68,42.24,6.17,Casa,Media,Verde,44.64,0.05,0.51,Regular,Norte,F,3,340272,12.737503515584,1555.05,7.666610934626315,5.195342890920207,7.2273864984073235,59.81
3021,88.67,121.35,4,3,1996,-7.79,41.86,28.3,Chalet adosado,Baixa,Vermello,21.99,12.99,0.31,Bo,Oeste,E,14,115529,11.657285515477064,210.01999999999998,1.3685575730235704,4.4961362649639565,4.806885789888681,22.1675
9904,220.93,774.94,5,2,1986,-9.21,43.78,25.8,Casa,Baixa,Verde,71.34,9.28,0.08,Bo,Sur,E,4,405132,12.911970687240549,995.8700000000001,3.5076268501335264,5.402362016834638,6.654075197606277,44.186
8229,,1054.67,3,3,1994,-6.78,42.51,13.38,Casa,Media,Amarelo,70.05,23.35,0.38,Regular,Sur,E,5,343065,12.74567812746283,,,,6.9619309154279065,
9106,,41.87,1,3,2020,-8.78,42.69,11.19,Apartamento,Baixa,Azul,0.1,10.95,0.51,Bo,Oeste,B,0,107088,11.581415543411271,,,,3.7581722806098856,
13914,279.27,1701.72,3,3,1967,-7.34,43.08,26.49,Casa,Media,Verde,41.18,10.28,0.27,Bo,Sur,D,2,516214,13.154278624348915,1980.99,6.093457943925234,5.635753424258729,7.439982251408004,93.08999999999999
5296,113.94,18.8,6,3,1960,-8.1,42.43,5.19,Apartamento,Baixa,Verde,6.34,2.1,-0.04,Bo,Sur,D,0,129479,11.771281708040181,132.74,0.16499912234509392,4.744410253079596,2.9856819377004897,18.99
3973,227.35,407.63,3,2,1974,-8.34,43.56,21.66,Apartamento,Media,Branco,11.55,7.86,-0.06,Bo,Este,D,0,54581,10.907459437050116,634.98,1.7929623927864526,5.430879539631008,6.01281010112736,75.78333333333333
21755,206.8,2477.39,6,1,1954,-7.01,43.14,29.75,Casa,Baixa,Negro,68.59,0.05,0.14,Regular,Oeste,D,19,412732,12.930556173774862,2684.19,11.979642166344293,5.336576078665127,7.815364434793263,34.46666666666667
14664,44.35,30.52,1,2,2014,-7.46,42.71,14.83,Chalet adosado,Alta,Negro,17.74,9.88,0.74,Bo,Oeste,B,0,102749,11.540054132358481,74.87,0.688162344983089,3.814410176561146,3.4506222649896783,44.35
4134,62.6,0.0,1,3,2016,-8.16,43.33,15.16,Apartamento,Media,Branco,7.1,4.33,0.15,Regular,Sur,B,0,65586,11.09113278456206,62.6,0.0,4.152613470346076,0.0,62.6
975,58.26,10.69,2,1,1969,-8.44,42.73,16.8,Apartamento,Media,Branco,2.81,13.27,0.49,Regular,Oeste,G,0,63130,11.052967211565694,68.95,0.18348781325094404,4.081934542145419,2.458733775483977,29.13
7292,134.77,28.23,6,1,2012,-7.61,42.63,20.09,Chalet adosado,Media,Azul,82.7,6.92,0.58,Bo,Sur,G,14,212023,12.264454754793828,163.0,0.20946798248868442,4.91096227761219,3.3751955791231545,22.46166666666667
25560,117.73,2306.21,2,3,1970,-7.87,42.95,10.06,Casa,Alta,Verde,74.74,16.96,0.48,Malo,Este,C,19,450628,13.018399663542287,2423.94,19.588974772785186,4.776852007677701,7.743794281339212,58.865
15586,92.58,0.0,5,3,1940,-6.83,43.58,28.91,Apartamento,Media,Branco,14.47,16.55,,Regular,Oeste,C,0,67239,11.116023587522552,92.58,0.0,4.5388166854380705,0.0,18.516
17339,,0.97,4,3,2014,-6.86,42.42,15.86,Apartamento,Alta,Vermello,11.55,4.95,0.22,Bo,Norte,D,0,133196,11.799584514312267,,,,0.6780335427498971,
25995,35.2,0.0,2,3,2022,-7.63,43.15,16.87,Apartamento,Alta,Branco,10.81,8.18,0.27,Bo,Sur,E,0,60315,11.007352687485685,35.2,0.0,3.5890591188317256,0.0,17.6
9753,174.42,340.95,4,1,1961,-7.05,42.77,13.29,Casa,Baixa,Negro,,0.05,0.21,Regular,Sur,A,14,207949,12.245052945171057,515.37,1.954764361885105,5.167183098523235,5.834664527544105,43.605
13775,233.88,77.64,4,1,2007,-9.26,42.1,8.41,Chalet adosado,Alta,Amarelo,,1.93,0.47,Bo,Norte,C,19,403044,12.906803497226042,311.52,0.33196511031298104,5.45907474542615,4.364880475838911,58.47
25932,242.19,148.44,4,1,1953,-8.33,43.27,11.43,Chalet adosado,Baixa,Amarelo,0.1,15.59,,Malo,Oeste,C,2,232020,12.354583163793388,390.63,0.6129072216028738,5.493843030825574,5.006894974480533,60.5475
23266,218.53,168.98,1,3,2021,-8.93,42.61,6.28,Chalet adosado,Media,Branco,29.46,16.29,0.59,Bo,Norte,F,4,265423,12.489083826332056,387.51,0.7732576762915846,5.391488897435831,5.13568078307048,218.53
5017,166.48,131.38,2,2,1969,-6.8,43.3,5.97,Chalet adosado,Media,Vermello,34.12,7.69,0.31,Bo,Este,C,7,193514,12.173110307827347,297.86,0.7891638635271504,5.120863941150943,4.885676574690777,83.24
17603,213.71,218.99,1,2,2000,-7.23,42.21,8.48,Chalet adosado,Baixa,Amarelo,54.63,1.18,0.66,Bo,Norte,F,7,168263,12.033289453554913,432.70000000000005,1.0247063778016938,5.3692882804186155,5.393582090773818,213.71
25564,46.99,13.36,1,3,2019,-8.95,43.13,15.06,Apartamento,Alta,Branco,6.87,23.91,0.01,Bo,Sur,C,0,60911,11.01718547862228,60.35,0.284315811874867,3.870992655870154,2.664446563620078,46.99
10875,143.94,1790.33,2,2,1975,-7.3,43.38,5.45,Casa,Baixa,Amarelo,31.97,8.75,0.49,Regular,Sur,A,19,259793,12.467644288263728,1934.27,12.438029734611643,4.976319863681136,7.490713639694282,71.97
23875,94.8,0.0,4,1,1980,-8.76,42.76,10.54,Apartamento,Baixa,Negro,28.32,10.79,0.19,Regular,Oeste,B,0,58394,10.974985548712667,94.8,0.0,4.562262684976815,0.0,23.7
13240,68.75,84.37,6,3,1948,-8.33,43.11,28.42,Casa,Media,Verde,39.0,10.7,0.33,Bo,Oeste,D,0,187756,12.142903852553202,153.12,1.2272,4.244917420701475,4.446994751022215,11.458333333333334
18025,99.86,148.2,2,1,1948,-8.63,42.03,9.35,Chalet adosado,Media,Amarelo,34.26,2.92,0.39,Malo,Este,G,7,51995,10.85892207152791,248.06,1.4840777087923092,4.6137334166485795,5.005287687769661,49.93
17675,,839.99,1,3,1978,-7.29,42.65,27.31,Casa,Media,Azul,63.66,11.87,0.65,Malo,Oeste,G,0,304557,12.626616824184278,,,,6.734579769295833,
11874,154.84,0.0,4,2,1951,-7.44,41.88,7.49,Apartamento,Baixa,Azul,13.32,15.07,0.13,Bo,Oeste,D,0,65808,11.094511886075637,154.84,0.0,5.048829839894225,0.0,38.71
17765,40.21,,4,3,2015,-6.97,43.65,15.35,Apartamento,Media,Azul,,2.41,0.07,Bo,Oeste,B,0,64061,11.067606643406357,,,3.718680945350726,,10.0525
1934,99.09,0.0,4,3,2005,-8.6,43.46,6.85,Apartamento,Media,Negro,12.64,17.42,0.37,Bo,Sur,D,0,163747,12.006083939682451,99.09,0.0,4.606069781230928,0.0,24.7725
4676,54.63,0.0,5,3,2003,-7.53,43.59,11.07,Apartamento,Media,Negro,14.54,4.17,0.33,Bo,Norte,A,0,126966,11.751682489156126,54.63,0.0,4.018722624087202,0.0,10.926
26953,68.81,0.96,3,3,1970,-7.03,41.96,12.76,Apartamento,Alta,Amarelo,5.14,0.05,0.03,Bo,Este,A,0,78982,11.276987918419078,69.77,0.013951460543525649,4.24577726598231,0.6729444732424258,22.936666666666667
27737,86.91,1252.12,1,2,1943,-9.16,42.38,9.25,Casa,Alta,Vermello,64.99,9.15,0.25,Regular,Norte,D,7,309911,12.644043665194598,1339.03,14.407087791968703,4.476313563863087,7.133391720462036,86.91
10223,,0.0,3,2,2019,-7.53,42.91,12.97,Apartamento,Alta,Branco,21.0,14.4,0.03,Bo,Norte,A,0,98456,11.497375183621914,,,,0.0,
893,198.95,2276.24,3,1,2020,-6.77,41.85,21.7,Casa,Media,Vermello,29.04,15.61,0.37,Bo,Sur,D,1,445139,13.006144118411626,2475.1899999999996,11.441266649912038,5.298067335292827,7.730719462353887,66.31666666666666
7288,123.69,19.28,2,1,2019,-8.04,42.59,22.07,Apartamento,Alta,Negro,19.33,2.49,0.19,Bo,Norte,D,0,123547,11.724385023507505,142.97,0.15587355485487914,4.825830657008495,3.0096351787229825,61.845
21261,312.93,2146.5,2,1,1974,-8.56,43.32,24.43,Casa,Alta,Vermello,38.56,0.05,0.55,Bo,Norte,D,3,731208,13.502454607580244,2459.43,6.859361518550474,5.749170031119376,7.67205965385841,156.465
7907,199.24,2483.63,5,1,1948,-8.33,42.21,13.4,Casa,Media,Vermello,15.11,14.14,0.65,Regular,Este,A,14,457972,13.034565509393522,2682.87,12.465518972093957,5.299516647123519,7.817879034084852,39.848
24579,53.54,0.9,2,1,1992,-8.52,42.05,18.31,Apartamento,Baixa,Verde,7.46,23.52,0.07,Bo,Sur,B,0,50000,10.819798284210286,54.44,0.016809861785580874,3.9989343774174424,0.6418538861723948,26.77
14552,78.96,7.49,2,2,1960,-7.36,42.65,5.06,Apartamento,Media,Amarelo,14.22,23.47,0.19,Bo,Oeste,F,0,50000,10.819798284210286,86.44999999999999,0.0948581560283688,4.3815265096322,2.138889000323256,39.48
23697,127.18,0.0,4,3,1977,-7.05,42.13,10.81,Apartamento,Alta,Branco,10.92,3.02,-0.08,Regular,Oeste,B,0,137898,11.834276812123482,127.18,0.0,4.853435526076081,0.0,31.795
26686,209.12,1847.96,2,2,1993,-7.5,42.5,24.22,Casa,Baixa,Amarelo,86.55,11.41,0.09,Regular,Este,E,17,399221,12.897272932121375,2057.08,8.836840091813313,5.347678796085761,7.5223785978378155,104.56
25426,115.13,0.0,6,2,2011,-6.72,42.72,23.29,Casa,Alta,Verde,6.09,6.37,0.06,Bo,Norte,D,0,156475,11.960657922569734,115.13,0.0,4.754710253257667,0.0,19.188333333333333
27314,119.51,0.0,1,2,1984,-8.49,42.7,29.17,Apartamento,Alta,Amarelo,2.06,11.63,0.08,Bo,Sur,G,0,175186,12.073609253818162,119.51,0.0,4.7917327370393,0.0,119.51
18851,85.82,15.78,1,3,2006,-7.2,42.99,5.4,Apartamento,Media,Azul,1.99,22.27,0.29,Regular,Norte,C,0,100074,11.513675183860775,101.6,0.18387322302493592,4.4638370098714475,2.82018770103906,85.82
7658,44.0,24.36,6,3,1944,-8.26,42.75,7.37,Apartamento,Alta,Azul,14.87,9.37,0.05,Regular,Norte,G,0,73797,11.209086909950342,68.36,0.5536363636363636,3.8066624897703196,3.233173129569025,7.333333333333333
10107,95.51,44.3,3,2,1947,-7.48,43.71,28.15,Apartamento,Media,Branco,,0.05,,Regular,Norte,C,0,139156,11.843358071114562,139.81,0.46382577740550723,4.569646629919045,3.8133070324889884,31.83666666666667
26173,119.49,1664.05,6,2,1989,-8.89,42.82,6.5,Casa,Alta,Verde,40.18,9.12,0.73,Bo,Sur,D,9,480956,13.083533148002344,1783.54,13.926269980751528,4.791566761935185,7.4176104319936815,19.915
18298,123.75,17.2,2,1,1993,-9.17,43.57,21.1,Apartamento,Alta,Negro,5.32,14.23,0.15,Bo,Este,E,0,141992,11.863533039593673,140.95,0.138989898989899,4.826311734631628,2.9014215940827497,61.875
11363,277.89,217.31,1,2,2007,-7.5,42.38,6.38,Chalet adosado,Media,Branco,56.33,0.74,0.49,Bo,Este,E,13,357521,12.786952177684324,495.2,0.7820000719709238,5.630817438845419,5.385916071027105,277.89
13833,30.0,4.38,6,3,1940,-6.72,42.97,24.92,Apartamento,Media,Verde,0.1,21.26,0.47,Regular,Este,D,0,50000,10.819798284210286,34.38,0.146,3.4339872044851463,1.682688374173693,5.0
19121,223.66,108.14,6,3,2009,-8.41,43.34,7.16,Chalet adosado,Alta,Branco,,16.95,0.76,Bo,Este,B,13,372599,12.828260737149625,331.8,0.48350174371814364,5.414588148213423,4.6926314617580855,37.276666666666664
727,282.03,284.79,1,1,1942,-9.01,42.16,6.79,Casa,Media,Negro,42.41,10.06,-0.08,Bo,Norte,C,10,352554,12.772961917432095,566.8199999999999,1.0097861929581962,5.645552899092023,5.655257275380471,282.03
7215,73.48,0.0,4,2,1969,-7.86,43.11,23.88,Apartamento,Media,Negro,30.13,8.89,0.05,Bo,Norte,B,0,142675,11.86833160431674,73.48,0.0,4.310530632968812,0.0,18.37
8246,88.2,0.0,4,3,1986,-7.13,42.95,28.03,Apartamento,Alta,Vermello,8.55,42.79,0.11,Bo,Norte,E,0,90348,11.4114352278905,88.2,0.0,4.490881039585964,0.0,22.05
18181,46.58,1624.54,4,3,2012,-8.43,41.82,18.77,Casa,Alta,Verde,20.62,4.78,0.37,Regular,Oeste,F,3,307940,12.637663485164492,1671.12,34.876341777586944,3.8624125048748117,7.393595347254173,11.645
15877,274.61,655.19,5,2,1948,-6.9,43.79,9.86,Casa,Baixa,Amarelo,36.57,16.9,0.29,Bo,Norte,E,14,375810,12.83684163642189,929.8000000000001,2.3858927205855576,5.618986822951485,6.486450381154558,54.922000000000004
20230,229.15,50.23,4,3,1987,-7.14,43.73,10.13,Chalet adosado,Media,Amarelo,,15.65,0.47,Bo,Oeste,C,10,353972,12.776975918020677,279.38,0.21920139646519746,5.438731270263251,3.936325297951111,57.2875
14200,96.89,6.33,5,2,1967,-6.9,42.61,27.55,Apartamento,Baixa,Negro,10.73,12.29,0.12,Regular,Norte,C,0,103147,11.543920129072452,103.22,0.06533181958922489,4.583844399273339,1.9919755158985601,19.378
22787,97.55,418.51,3,1,2010,-6.79,42.51,7.91,Casa,Alta,Negro,15.14,7.5,,Malo,Este,B,10,131916,11.789928215919714,516.06,4.290210148641722,4.590564033598729,6.039087363525407,32.516666666666666
10746,128.93,769.71,3,1,1974,-8.55,43.2,26.42,Casa,Baixa,Azul,,5.34,,Bo,Este,G,2,256388,12.454451101392278,898.6400000000001,5.969983712091833,4.866995843894645,6.647312167917105,42.97666666666667
27377,41.2,0.0,3,3,1945,-8.4,41.86,8.78,Apartamento,Baixa,Verde,9.01,,0.41,Malo,Sur,C,0,50000,10.819798284210286,41.2,0.0,3.742420221041966,0.0,13.733333333333334
17321,263.23,184.64,1,1,1947,-9.12,43.75,18.49,Chalet adosado,Media,Vermello,8.03,1.11,0.39,Bo,Sur,C,8,373103,12.82961248013811,447.87,0.7014398054932948,5.576819935982524,5.223809314372975,263.23
18650,87.34,23.17,5,1,1986,-7.15,43.21,8.73,Apartamento,Media,Azul,13.59,9.08,0.42,Bo,Oeste,C,0,100109,11.51402486041353,110.51,0.26528509274101214,4.481193006168381,3.1851121947153915,17.468
17209,151.52,2400.95,5,3,1954,-9.17,42.67,8.63,Casa,Alta,Negro,52.0,4.84,0.31,Regular,Norte,D,14,574029,13.260436938744308,2552.47,15.845762935586059,5.027295734989363,7.7840361864365955,30.304000000000002
7275,36.14,0.0,1,2,1948,-8.59,42.24,29.59,Apartamento,Media,Branco,,4.42,0.39,Bo,Oeste,F,0,71853,11.182391561495495,36.14,0.0,3.61469455592456,0.0,36.14
11594,69.88,14.01,6,1,1974,-6.84,43.28,25.23,Apartamento,Baixa,Vermello,6.29,4.96,0.11,Regular,Oeste,D,0,76838,11.24946760274263,83.89,0.20048654836863194,4.2609883062968255,2.7087166456453704,11.646666666666667
1390,143.6,4.0,1,3,1984,-8.01,41.87,29.9,Apartamento,Alta,Branco,6.32,11.29,0.37,Bo,Este,D,0,153192,11.939453843338717,147.6,0.02785515320334262,4.973971309724664,1.6094379124341003,143.6
3565,112.13,0.0,6,3,2018,-7.91,41.9,6.31,Apartamento,Alta,Branco,14.21,11.74,0.28,Regular,Sur,A,0,134866,11.812044386621483,112.13,0.0,4.728537599938376,0.0,18.688333333333333
9077,155.02,193.61,4,1,1978,-9.23,42.68,22.05,Chalet adosado,Alta,Vermello,22.64,13.56,0.3,Regular,Este,F,6,186495,12.136165070114822,348.63,1.2489356212101665,5.049984204160167,5.270997555893074,38.755
5430,258.16,751.78,6,1,2014,-7.2,42.49,12.41,Casa,Baixa,Branco,6.81,16.64,0.45,Bo,Norte,D,11,305934,12.631127940069902,1009.94,2.912070034087387,5.557445631581756,6.623773020436845,43.02666666666667
29818,112.96,0.0,4,2,1959,-9.03,43.03,9.32,Casa,Media,Negro,14.12,12.75,0.35,Bo,Oeste,C,0,144494,11.881000183859834,112.96,0.0,4.735847509629708,0.0,28.24
16221,30.0,0.0,5,1,2016,-8.72,43.2,28.32,Apartamento,Alta,Azul,9.45,14.07,0.26,Regular,Oeste,G,0,65203,11.085276095726181,30.0,0.0,3.4339872044851463,0.0,6.0
24212,141.35,1602.6,4,3,1982,-7.38,41.83,11.33,Casa,Media,Verde,51.81,10.25,0.29,Regular,Este,C,8,314498,12.65873617546734,1743.9499999999998,11.337813937035726,4.958288813724047,7.380006380768352,35.3375
22075,88.84,738.89,4,2,1950,-7.79,42.19,24.99,Casa,Alta,Negro,,21.03,0.48,Bo,Este,A,17,252064,12.437442269741595,827.73,8.317086897793786,4.498030310430188,6.606501526500262,22.21
14900,,11.45,1,3,1941,-7.82,42.03,15.54,Apartamento,Alta,Negro,,18.15,0.28,Bo,Este,A,0,50000,10.819798284210286,,,,2.5217206229107165,
24263,30.0,1.14,6,2,2011,-9.28,42.31,28.29,Apartamento,Media,Amarelo,16.31,2.26,0.08,Regular,Oeste,E,0,110961,11.616943079339611,31.14,0.038,3.4339872044851463,0.76080582903376,5.0
15513,52.6,0.0,6,2,1969,-8.56,43.52,23.94,Apartamento,Media,Verde,6.93,16.21,,Bo,Este,D,0,90438,11.412430869276376,52.6,0.0,3.9815490680767565,0.0,8.766666666666667
14562,126.4,0.0,3,3,1948,-8.03,43.1,27.5,Apartamento,Baixa,Verde,8.25,24.93,0.13,Bo,Sur,B,0,96274,11.47496395868311,126.4,0.0,4.847331743138063,0.0,42.13333333333333
1869,302.02,52.46,2,2,1978,-8.27,42.06,21.09,Chalet adosado,Media,Amarelo,80.35,7.09,0.64,Regular,Norte,F,14,274936,12.524297259494286,354.47999999999996,0.17369710615191047,5.713798809931689,3.978933710710773,151.01
8203,207.72,405.8,3,1,1946,-8.27,43.46,25.33,Casa,Baixa,Branco,58.83,11.16,0.12,Regular,Este,E,10,258912,12.464247376916262,613.52,1.9535913730021184,5.340993640828473,6.008321664174405,69.24
27992,116.84,,1,1,1955,-8.64,43.14,18.18,Apartamento,Alta,Branco,0.1,6.05,0.25,Bo,Oeste,A,0,98762,11.50047831966847,,,4.769327772154375,,116.84
23871,90.37,0.0,4,1,1943,-8.89,42.57,23.59,Apartamento,Alta,Amarelo,10.79,21.86,0.44,Bo,Este,D,0,170321,12.045446042100577,90.37,0.0,4.514917197010529,0.0,22.5925
26040,138.72,0.0,2,1,1992,-8.49,42.55,5.15,Apartamento,Baixa,Negro,10.29,11.82,-0.06,Bo,Este,B,0,141170,11.857727200511157,138.72,0.0,4.939640419938631,0.0,69.36
807,180.67,674.06,1,2,1961,-7.66,43.72,6.84,Casa,Media,Negro,67.61,6.69,0.44,Bo,Oeste,D,4,300066,12.611761062036495,854.7299999999999,3.73089057397465,5.202191854450653,6.514801575811036,180.67
