id,superficie_interior_m2,superficie_exterior_m2,numero_habitacions,numero_banos,ano_construccion,lonxitude,latitude,temperatura_media_mes_construccion,tipo_edificacion,calidade_materiais,cor_favorita_propietario,distancia_centro_km,distancia_escola_km,indice_criminalidade,acceso_transporte_publico,orientacion,eficiencia_enerxetica,numero_arboles_xardin,prezo_euros
6402,131.61,155.88,4,2,2024,-8.34,43.54,29.77,Chalet adosado,Baixa,Azul,13.25,5.16,0.40,Bo,Norte,C,8,161733
5696,,0.00,6,3,1948,-8.66,42.28,9.25,Apartamento,Alta,Amarelo,13.76,13.70,0.21,Bo,Sur,C,0,155591
2942,271.31,888.36,3,2,1952,-8.74,42.33,23.50,Casa,Media,Branco,32.67,9.45,0.39,Bo,Oeste,B,8,452727
24478,53.01,3.62,1,3,1960,-7.39,41.91,13.60,Apartamento,Alta,Verde,5.63,6.85,0.41,Bo,Norte,C,0,72144
29005,273.54,183.45,2,2,2022,-7.44,42.76,17.18,Chalet adosado,Media,Vermello,61.09,10.64,0.70,Bo,Sur,B,8,329658
7382,234.39,2700.80,5,1,2005,-8.56,43.52,8.88,Casa,Alta,Amarelo,45.96,0.05,0.10,Malo,Este,C,6,717155
26954,91.18,,2,3,2015,-8.07,42.58,14.10,Apartamento,Media,Negro,23.36,9.49,0.53,Bo,Este,E,0,117497
18005,112.86,1326.32,6,1,1996,-8.68,43.60,20.05,Casa,Media,Vermello,80.23,13.47,0.51,Bo,Sur,D,6,369868
13835,77.48,35.55,2,2,1943,-7.93,43.28,9.45,Apartamento,Alta,Azul,2.39,6.80,0.14,Bo,Norte,E,0,50000
5579,148.55,1207.37,4,2,1956,-8.59,41.83,14.21,Casa,Media,Azul,34.97,7.03,0.42,Bo,Este,E,16,273454
10339,198.27,142.69,5,2,1954,-8.80,43.18,29.35,Chalet adosado,Media,Vermello,42.27,2.67,0.65,Bo,Sur,A,10,285853
9994,212.95,1544.49,6,1,1940,-7.75,43.13,29.70,Casa,Baixa,Vermello,67.75,2.20,0.58,Regular,Norte,C,10,342894
7906,159.72,29.65,5,3,2000,-8.27,42.42,12.29,Apartamento,Media,Azul,0.10,13.52,0.48,Bo,Norte,F,0,151998
25199,97.60,0.00,5,2,1940,-8.59,42.01,23.17,Apartamento,Alta,Vermello,,7.85,0.50,Bo,Sur,C,0,92985
24329,287.88,512.34,6,3,1979,-8.75,42.96,7.25,Casa,Alta,Branco,14.48,19.48,0.21,Malo,Norte,A,18,468075
1049,35.64,0.00,6,1,1945,-9.15,42.02,18.99,Apartamento,Baixa,Negro,5.66,17.05,0.40,Regular,Oeste,E,0,50000
6783,280.75,116.22,1,1,1993,-8.24,42.10,23.94,Chalet adosado,Media,Negro,49.44,0.05,0.35,Regular,Sur,E,3,333755
12663,120.67,0.00,3,3,1987,-9.24,43.17,16.46,Apartamento,Media,Negro,4.44,12.82,0.02,Bo,Sur,C,0,117523
28132,236.86,567.40,2,1,1972,-7.67,42.82,18.15,Chalet adosado,Alta,Negro,76.85,14.61,0.43,Bo,Oeste,C,6,300596
24554,206.45,28.37,1,3,1952,-7.15,42.66,13.62,Chalet adosado,Media,Vermello,53.91,8.51,0.23,Bo,Oeste,B,0,299218
1610,236.00,2014.21,6,3,1971,-7.82,42.07,6.74,Casa,Alta,Negro,31.16,24.06,0.43,Regular,Norte,B,6,606634
19481,63.24,0.00,3,1,1970,-7.27,43.35,7.68,Apartamento,Media,Branco,12.96,11.75,0.09,Bo,Sur,G,0,50000
2416,220.93,,2,3,2004,-9.19,43.11,25.02,Casa,Media,Verde,22.83,31.75,0.51,Bo,Oeste,C,9,547463
2018,257.33,2329.33,4,2,2005,-7.82,42.75,15.12,Casa,Alta,Azul,36.40,12.11,0.63,Bo,Sur,C,8,684976
2972,205.89,2886.30,1,1,1999,-7.70,42.96,9.69,Casa,Alta,Negro,59.55,3.45,0.31,Bo,Este,A,15,701673
12318,40.79,18.85,1,2,1994,-8.50,42.93,12.65,Apartamento,Media,Amarelo,15.42,8.28,0.33,Bo,Norte,A,0,50000
14039,,110.37,3,3,1940,-8.84,42.12,8.38,Chalet adosado,Alta,Verde,48.28,5.30,0.29,Bo,Norte,F,1,390067
13568,107.47,96.34,2,3,1950,-8.15,43.61,5.53,Chalet adosado,Alta,Vermello,50.54,6.79,0.17,Regular,Este,E,13,230862
2932,85.67,0.00,6,1,1944,-8.55,42.89,13.15,Apartamento,Media,Vermello,,17.52,-0.06,Regular,Sur,G,0,85514
15407,314.65,1578.39,3,1,1970,-8.86,41.85,22.09,Casa,Baixa,Branco,26.53,24.40,0.31,Bo,Sur,D,2,461789
27402,120.09,0.00,5,3,1951,-7.21,43.23,26.47,Apartamento,Media,Vermello,14.82,18.24,0.13,Bo,Oeste,D,0,129360
19631,256.15,146.94,6,1,1995,-8.22,43.74,8.90,Chalet adosado,Media,Branco,5.12,0.05,0.25,Malo,Oeste,A,2,396688
16509,120.31,1.68,1,1,2016,-7.20,42.02,14.06,Apartamento,Media,Vermello,5.86,12.00,0.10,Malo,Oeste,E,0,93158
17491,141.58,,1,3,1994,-8.53,42.24,26.26,Casa,Media,Branco,66.05,0.11,0.05,Regular,Este,B,5,248529
13002,74.22,156.82,5,3,2005,-7.41,42.56,15.30,Chalet adosado,Baixa,Branco,23.73,,0.82,Bo,Sur,C,19,149855
1815,212.07,2637.42,4,3,1979,-7.25,42.64,27.19,Casa,Alta,Branco,49.09,14.72,0.24,Bo,Sur,C,6,655800
14587,48.13,0.00,1,1,1953,-9.17,42.24,27.01,Apartamento,Media,Vermello,3.21,7.84,0.31,Regular,Norte,B,0,50000
14449,112.53,722.67,5,2,2019,-8.96,41.86,27.77,Casa,Media,Azul,57.00,9.92,0.48,Bo,Norte,D,5,201553
28725,78.55,,2,1,1940,-8.27,42.66,17.94,Casa,Baixa,Branco,0.64,8.05,0.54,Regular,Este,A,15,366804
11534,288.97,92.51,6,2,1949,-8.36,43.61,11.10,Chalet adosado,Media,Negro,,18.09,0.34,Bo,Oeste,C,9,440056
2124,99.84,23.53,5,1,2003,-7.55,42.59,19.75,Apartamento,Media,Negro,0.10,1.36,0.39,Regular,Este,E,0,135104
13705,135.08,2.44,4,1,1978,-7.07,42.12,19.36,Apartamento,Baixa,Branco,,7.61,0.21,Bo,Este,C,0,93075
22019,269.72,848.40,2,3,2001,-8.24,42.44,9.00,Casa,Alta,Verde,71.44,0.05,0.11,Regular,Oeste,F,9,454149
25562,104.27,2.74,1,3,1997,-9.25,42.45,18.83,Apartamento,Media,Negro,2.79,0.78,0.54,Bo,Norte,E,0,50325
29503,31.82,5.85,1,2,1994,-9.15,42.73,15.93,Apartamento,Baixa,Amarelo,19.22,0.05,0.28,Malo,Oeste,G,0,52127
29257,253.63,,6,2,1967,-8.64,43.64,11.07,Casa,Media,Vermello,38.31,13.07,0.44,Regular,Este,G,1,503290
18582,61.57,0.00,2,2,1940,-9.29,43.53,6.86,Apartamento,Alta,Vermello,25.27,9.79,0.31,Regular,Sur,E,0,99931
20436,235.99,1588.76,6,2,1947,-7.08,42.60,8.14,Casa,Alta,Amarelo,0.10,2.84,0.41,Bo,Oeste,B,17,499421
17601,68.20,2006.01,4,1,1994,-7.68,42.74,20.76,Casa,Media,Vermello,30.22,8.46,0.34,Bo,Sur,E,17,352166
7702,30.00,0.00,4,1,1974,-8.20,43.16,18.26,Apartamento,Media,Verde,0.10,0.74,0.06,Regular,Sur,E,0,50000
26271,137.60,3.34,3,2,1991,-7.63,43.23,5.86,Apartamento,Alta,Verde,8.64,25.34,0.20,Bo,Oeste,A,0,105390
17110,134.01,24.93,3,1,2010,-7.51,42.69,23.24,Apartamento,Alta,Azul,7.25,20.77,0.56,Bo,Este,G,0,110465
23819,196.54,1324.77,3,2,2008,-8.46,43.19,10.50,Casa,Alta,Negro,26.51,0.83,0.80,Regular,Sur,B,10,519629
9171,30.00,,3,3,1969,-7.32,42.66,9.89,Apartamento,Media,Vermello,5.45,16.86,0.31,Regular,Sur,D,0,50000
809,141.68,61.26,6,3,1975,-7.86,43.28,23.83,Chalet adosado,Baixa,Negro,75.72,8.61,0.08,Bo,Norte,B,2,203012
24104,201.25,1901.58,2,1,1982,-8.78,43.69,25.62,Casa,Baixa,Vermello,61.90,0.05,0.56,Regular,Sur,B,17,410768
21439,124.60,118.59,5,3,1984,-8.52,43.51,26.63,Chalet adosado,Alta,Verde,70.05,26.86,,Bo,Oeste,D,3,174919
23923,117.85,2816.46,3,2,1944,-8.56,42.68,25.09,Casa,Media,Azul,17.36,0.42,0.06,Regular,Oeste,C,11,551853
25044,250.69,379.03,1,1,2023,-7.26,43.21,16.65,Apartamento,Media,Branco,12.63,22.95,0.22,Regular,Este,G,0,50000
4907,32.98,0.00,3,1,1946,-8.89,43.58,7.29,Apartamento,Media,Amarelo,13.54,19.43,0.32,Bo,Este,D,0,66740
3723,57.86,28.14,5,1,1949,-7.48,42.32,13.48,Apartamento,Alta,Azul,18.57,2.32,0.03,Regular,Oeste,D,0,60247
28533,165.17,39.89,4,3,2017,-7.87,42.69,5.72,Chalet adosado,Alta,Azul,23.61,5.56,0.49,Malo,Sur,B,13,252978
13123,,2854.39,3,2,2002,-8.21,42.17,11.01,Casa,Alta,Verde,9.41,13.01,0.50,Bo,Este,A,19,764824
12735,80.58,0.00,6,3,1960,-7.29,43.48,17.25,Apartamento,Media,Branco,,2.79,0.13,Regular,Oeste,A,0,138800
3963,73.93,0.00,3,3,1972,-8.56,42.66,18.32,Apartamento,Alta,Azul,16.07,11.98,0.09,Regular,Norte,B,0,96014
26435,148.21,0.00,3,1,1984,-8.45,43.77,7.08,Apartamento,Media,Verde,11.11,17.45,0.36,Bo,Norte,D,0,146411
2672,231.48,26.04,4,3,1947,-7.27,43.40,26.16,Chalet adosado,Alta,Vermello,25.19,8.94,0.45,Bo,Este,E,2,357479
23917,61.24,1977.38,4,3,1959,-7.98,42.23,26.88,Casa,Media,Azul,64.40,9.99,0.44,Bo,Sur,G,17,308050
9418,203.41,1372.88,2,1,1951,-8.83,43.12,5.56,Casa,Media,Negro,13.09,11.19,0.63,Bo,Sur,G,13,357549
18149,112.46,0.00,6,3,1999,-7.30,42.46,15.54,Apartamento,Media,Branco,22.77,9.41,0.45,Bo,Este,A,0,169396
4553,116.27,0.00,6,2,1978,-7.05,41.90,27.42,Apartamento,Baixa,Negro,6.64,3.54,-0.05,Bo,Este,F,0,163513
16992,125.30,3014.86,2,3,1971,-7.42,41.85,5.39,Casa,Media,Branco,30.55,13.14,0.52,Bo,Este,C,0,467813
6010,230.52,2619.25,4,3,1971,-8.41,42.63,17.41,Casa,Alta,Amarelo,71.76,9.36,0.63,Bo,Sur,C,13,713565
17832,92.51,0.00,5,3,1952,-8.26,42.16,23.31,Apartamento,Media,Negro,14.21,12.51,-0.09,Bo,Norte,E,0,113532
19602,77.07,0.00,5,1,1966,-8.65,43.47,27.41,Apartamento,Media,Azul,11.35,7.29,0.35,Regular,Oeste,E,0,88260
5738,72.10,33.49,2,1,1994,-6.70,42.71,25.50,Apartamento,Alta,Branco,15.91,12.87,,Regular,Norte,F,0,98628
8480,140.62,2585.67,5,3,1960,-9.27,42.05,9.32,Casa,Media,Vermello,14.33,18.37,0.24,Malo,Oeste,B,17,547478
18438,30.00,0.00,2,1,1990,-7.87,42.64,25.69,Apartamento,Media,Vermello,19.77,19.40,0.13,Bo,Norte,G,0,50000
3165,84.50,17.72,3,3,1981,-8.02,43.16,15.39,Chalet adosado,Alta,Azul,79.29,1.80,,Malo,Sur,F,17,117717
25132,106.49,1832.37,1,1,2014,-7.51,42.15,26.73,Casa,Baixa,Azul,30.87,14.91,,Bo,Este,A,6,193160
6764,173.36,16.21,2,3,1998,-8.99,43.32,10.30,Apartamento,Baixa,Azul,17.15,20.65,0.02,Bo,Oeste,F,0,105208
28304,78.14,32.23,1,2,2006,-9.06,42.00,7.39,Apartamento,Media,Amarelo,0.76,7.00,0.24,Bo,Norte,C,0,73015
1658,,104.33,6,3,1991,-8.14,43.49,9.07,Chalet adosado,Media,Verde,0.94,13.20,,Bo,Este,E,16,252828
28764,176.05,0.00,2,1,1990,-7.60,42.17,16.89,Apartamento,Media,Azul,13.66,10.94,0.04,Bo,Norte,F,0,103958
19095,30.00,56.73,2,2,1978,-8.62,42.87,19.17,Apartamento,Alta,Branco,4.71,18.91,0.09,Bo,Oeste,F,0,50000
28730,188.88,9.76,2,1,1986,-7.44,43.78,16.79,Apartamento,Media,Verde,,,-0.13,Malo,Norte,E,0,126071
7550,82.59,0.00,6,1,1952,-7.50,41.84,15.27,Apartamento,Alta,Branco,0.10,0.05,0.56,Bo,Sur,F,0,50000
4267,122.19,0.00,3,1,1953,-8.35,43.15,17.46,Apartamento,Alta,Vermello,2.45,7.51,0.19,Regular,Norte,C,0,145116
27986,115.95,5.68,2,1,1964,-8.44,42.72,5.29,Apartamento,Baixa,Amarelo,8.58,16.54,0.37,Malo,Oeste,E,0,91759
23100,128.00,0.00,5,3,2024,-7.75,43.68,13.43,Apartamento,Alta,Azul,13.13,5.16,0.14,Bo,Este,D,0,192567
16807,102.78,0.00,6,1,2005,-7.48,43.00,6.81,Apartamento,Media,Negro,24.55,26.05,0.12,Malo,Oeste,D,0,104900
29406,176.14,1913.51,1,1,1968,-8.21,42.92,24.92,Casa,Baixa,Azul,15.80,30.86,0.27,Bo,Oeste,D,14,379881
5317,98.58,10.49,6,1,2002,-7.14,43.35,20.03,Apartamento,Baixa,Verde,11.24,24.61,,Malo,Oeste,C,0,73386
9674,142.94,92.92,1,2,1973,-7.16,42.47,26.16,Chalet adosado,Media,Verde,18.29,15.52,0.23,Regular,Oeste,E,1,219977
19230,76.13,22.53,3,1,2020,-7.70,42.73,21.78,Apartamento,Alta,Branco,,,0.20,Bo,Sur,E,0,128740
20451,30.00,0.00,6,3,1999,-8.83,42.13,7.09,Apartamento,Alta,Vermello,9.81,7.65,0.54,Bo,Sur,E,0,50000
28172,99.36,0.00,4,1,1944,-6.99,41.87,10.68,Apartamento,Baixa,Negro,1.26,11.26,0.32,Bo,Sur,A,0,70291
21629,81.76,0.00,6,2,1982,-7.87,43.40,15.29,Apartamento,Alta,Amarelo,5.77,5.10,0.19,Bo,Este,G,0,111422
1002,237.04,,5,3,1949,-8.43,42.03,17.50,Casa,Alta,Verde,62.39,6.43,0.25,Bo,Este,D,6,618535
4199,73.04,0.00,6,3,2024,-7.66,41.91,14.96,Apartamento,Media,Amarelo,20.01,1.63,0.57,Bo,Norte,F,0,130459
2419,61.77,0.00,4,1,1963,-7.29,43.29,21.24,Apartamento,Alta,Negro,17.07,2.27,-0.10,Bo,Norte,F,0,50000
3576,223.81,860.71,6,1,2013,-7.93,43.63,12.26,Casa,Media,Vermello,57.17,8.87,0.46,Bo,Norte,A,10,472329
23111,132.68,33.68,4,2,2007,-7.38,42.61,22.54,Apartamento,Media,Negro,0.91,12.37,0.29,Regular,Norte,B,0,136641
20232,111.39,23.30,6,2,1942,-8.11,43.16,28.26,Apartamento,Media,Amarelo,22.11,8.91,0.08,Regular,Sur,F,0,119646
17346,30.00,0.00,2,2,1994,-7.29,42.82,20.68,Apartamento,Baixa,Verde,18.17,9.18,0.17,Bo,Norte,C,0,50000
9773,84.06,18.33,3,2,1977,-8.54,42.09,29.08,Apartamento,Alta,Vermello,14.12,15.43,0.43,Bo,Sur,C,0,68691
3559,92.64,0.00,3,2,1974,-9.28,42.78,7.75,Apartamento,Alta,Amarelo,13.21,17.70,0.36,Regular,Oeste,F,0,66869
24096,96.39,312.12,3,3,2020,-7.03,43.13,24.91,Apartamento,Media,Negro,50.60,8.06,0.36,Bo,Norte,B,6,223720
12459,102.23,83.70,3,3,2022,-7.08,42.27,20.14,Chalet adosado,Baixa,Verde,,17.73,,Malo,Sur,F,15,123494
3855,242.19,2076.38,1,3,1981,-7.36,42.64,6.82,Casa,Baixa,Vermello,40.83,18.39,0.39,Malo,Sur,F,4,338698
4888,118.24,11.95,2,3,1989,-7.28,42.74,15.64,Chalet adosado,Alta,Verde,52.74,,0.06,Bo,Oeste,G,1,150861
17142,67.55,0.00,1,1,1946,-8.07,42.33,8.07,Apartamento,Media,Azul,11.16,,0.46,Regular,Sur,B,0,50000
13059,156.30,0.00,4,2,1995,-9.21,41.83,16.37,Apartamento,Media,Amarelo,1.66,1.13,0.02,Bo,Norte,C,0,187347
27407,89.71,0.00,6,3,2016,-8.75,42.05,19.73,Apartamento,Baixa,Verde,5.14,0.05,0.32,Bo,Norte,D,0,124999
5314,116.66,56.71,1,1,2012,-8.18,43.64,25.40,Apartamento,Media,Vermello,11.24,23.66,0.24,Bo,Sur,D,0,146873
18669,158.33,69.89,5,3,1967,-8.70,43.49,19.77,Apartamento,Media,Amarelo,14.40,8.30,0.04,Bo,Sur,F,0,108283
16224,227.84,312.63,3,1,1948,-6.96,43.49,21.12,Casa,Baixa,Amarelo,56.12,22.16,0.89,Bo,Este,F,0,229731
27372,183.13,1854.41,1,1,1993,-8.05,42.24,19.37,Casa,Media,Vermello,23.57,13.77,0.59,Bo,Este,B,15,431690
4525,94.65,100.15,3,1,2020,-7.23,41.89,26.38,Chalet adosado,Media,Negro,,,0.27,Bo,Norte,B,15,133454
13700,62.57,76.87,3,1,2017,-7.77,42.98,26.09,Apartamento,Baixa,Vermello,6.45,10.86,0.25,Bo,Este,C,0,109198
4828,302.00,70.02,4,1,1959,-8.55,43.10,5.85,Chalet adosado,Baixa,Vermello,49.18,13.17,0.77,Regular,Norte,D,7,278018
24097,128.62,,4,1,1995,-9.22,42.44,19.21,Casa,Alta,Amarelo,73.40,5.48,0.33,Bo,Sur,A,5,499288
808,82.25,0.00,5,3,2021,-6.88,42.37,19.74,Apartamento,Baixa,Branco,6.44,24.24,0.44,Bo,Oeste,D,0,163892
3908,76.90,1572.93,3,2,1976,-7.66,42.27,6.39,Casa,Media,Negro,3.91,14.77,0.22,Bo,Oeste,G,6,261927
14334,93.42,158.08,3,1,2020,-7.57,43.08,17.48,Chalet adosado,Media,Amarelo,38.05,3.33,0.50,Regular,Oeste,B,10,137432
24213,188.69,81.36,3,1,1996,-7.88,43.30,5.16,Chalet adosado,Alta,Verde,50.53,12.49,,Regular,Sur,F,3,261182
7024,140.35,0.00,4,3,2022,-8.48,43.12,15.80,Apartamento,Alta,Vermello,15.99,3.81,0.26,Bo,Oeste,E,0,160065
1957,57.80,0.00,2,3,1978,-8.35,42.28,25.43,Apartamento,Baixa,Amarelo,17.38,13.55,0.11,Bo,Sur,B,0,66715
10638,53.53,0.00,2,2,1966,-8.42,43.10,29.60,Apartamento,Media,Negro,0.10,8.52,0.31,Regular,Norte,C,0,154525
9344,85.60,0.00,4,1,2003,-7.47,43.68,13.50,Apartamento,Alta,Verde,0.93,,0.43,Regular,Norte,B,0,156877
15162,152.95,12.62,5,1,1949,-8.44,42.54,19.41,Apartamento,Media,Branco,10.35,0.05,0.16,Bo,Este,G,0,86439
11405,116.70,0.00,5,3,1994,-8.68,42.35,13.46,Apartamento,Alta,Verde,0.89,4.53,0.28,Regular,Este,D,0,101941
27107,171.86,1111.17,4,1,1968,-7.03,42.78,7.74,Casa,Alta,Azul,18.68,0.05,0.07,Regular,Norte,G,0,297279
2403,54.97,0.00,3,2,1976,-8.98,43.00,27.78,Apartamento,Media,Amarelo,16.11,3.59,0.26,Bo,Oeste,C,0,69972
5185,36.43,0.38,5,3,2013,-8.41,41.95,7.12,Apartamento,Media,Verde,0.10,5.12,0.50,Bo,Oeste,B,0,94845
17458,94.21,1444.06,1,1,1975,-8.31,43.65,13.47,Casa,Media,Amarelo,38.23,10.78,0.62,Regular,Norte,D,17,327255
14699,190.12,2643.34,4,2,2016,-9.05,41.97,22.99,Casa,Baixa,Verde,28.39,10.40,0.48,Bo,Sur,E,6,514259
22909,221.70,91.73,5,2,1950,-7.42,42.34,21.52,Chalet adosado,Media,Branco,49.46,1.14,0.07,Regular,Norte,C,5,251298
28689,174.97,2030.69,2,2,1992,-7.48,42.55,6.25,Casa,Alta,Vermello,15.97,9.58,0.66,Malo,Oeste,E,0,412249
27687,30.00,0.00,4,1,1978,-6.96,42.01,19.38,Apartamento,Baixa,Azul,11.44,2.41,-0.09,Bo,Sur,E,0,51874
10284,111.69,0.00,3,1,1964,-9.24,43.78,25.10,Apartamento,Baixa,Amarelo,0.10,4.95,0.19,Bo,Este,F,0,62338
12720,66.22,0.00,3,2,1949,-7.74,41.87,19.73,Apartamento,Media,Negro,8.43,19.04,0.50,Malo,Oeste,D,0,50051
22650,86.05,23.35,5,1,1942,-8.31,41.99,13.22,Apartamento,Media,Vermello,11.12,3.02,0.42,Bo,Norte,A,0,166827
8096,142.47,120.72,6,2,1961,-8.66,43.68,7.46,Chalet adosado,Media,Branco,30.76,18.94,0.65,Bo,Oeste,G,15,199191
9891,81.16,34.01,3,3,1987,-9.10,43.41,17.50,Chalet adosado,Media,Azul,28.75,1.61,0.08,Regular,Sur,C,0,122797
25926,59.10,18.46,1,2,1951,-8.29,42.07,15.84,Apartamento,Baixa,Verde,0.60,1.95,0.33,Bo,Sur,D,0,50000
18324,124.53,11.85,6,1,1997,-9.25,43.63,11.16,Apartamento,Baixa,Verde,0.10,14.06,0.16,Bo,Sur,C,0,113000
25971,40.17,0.00,2,1,1948,-8.64,42.83,21.39,Apartamento,Media,Branco,12.26,14.93,0.40,Bo,Este,B,0,71581
17388,65.08,0.00,5,2,1986,-7.32,41.93,16.53,Apartamento,Media,Negro,10.58,11.29,0.14,Bo,Sur,D,0,98550
15087,253.82,1251.79,3,3,1976,-8.54,42.31,12.76,Casa,Baixa,Azul,77.92,10.84,0.56,Bo,Sur,F,8,299491
21055,117.07,0.00,2,1,2004,-8.24,42.84,23.26,Apartamento,Alta,Negro,10.81,32.86,-0.11,Bo,Norte,D,0,165503
25697,64.55,0.00,3,2,2007,-6.76,42.31,13.99,Apartamento,Alta,Azul,17.68,10.78,-0.02,Regular,Este,E,0,157671
7567,287.57,1187.22,2,1,1944,-6.79,42.22,26.29,Casa,Alta,Azul,67.62,9.24,0.03,Regular,Norte,F,18,344796
11127,59.82,9.02,5,3,1976,-8.61,43.00,13.99,Apartamento,Alta,Verde,10.01,7.74,0.13,Regular,Oeste,D,0,119062
14720,,0.00,5,3,2007,-8.75,42.60,20.28,Apartamento,Baixa,Amarelo,7.40,,0.16,Regular,Sur,E,0,103901
28843,37.97,7.00,6,2,2009,-7.98,42.30,29.89,Apartamento,Alta,Verde,16.45,3.49,0.18,Regular,Este,B,0,50000
5369,150.73,,4,2,1987,-6.86,42.46,16.80,Apartamento,Alta,Branco,14.71,14.62,0.28,Bo,Norte,D,0,125532
6929,237.94,37.22,1,3,1960,-8.55,42.44,14.13,Chalet adosado,Baixa,Branco,35.14,4.06,0.68,Bo,Este,E,16,174857
9604,103.64,19.82,5,3,1980,-9.18,42.23,11.51,Apartamento,Media,Vermello,1.29,10.74,0.28,Bo,Este,B,0,61487
22674,307.62,183.06,2,3,1953,-6.99,43.57,18.28,Casa,Media,Amarelo,49.89,12.89,0.42,Bo,Norte,E,16,344967
29048,191.18,75.82,2,1,1979,-8.17,42.95,5.84,Chalet adosado,Media,Branco,51.86,5.95,0.45,Bo,Este,B,7,243398
8902,225.12,1703.22,5,2,1950,-8.99,41.82,25.86,Casa,Baixa,Verde,27.62,10.74,0.48,Regular,Oeste,B,5,418271
23934,215.75,245.74,6,3,2002,-8.87,42.14,17.85,Casa,Alta,Amarelo,32.87,6.39,0.76,Bo,Este,C,4,335305
11796,186.55,1379.66,6,2,1997,-8.93,42.82,6.88,Casa,Media,Verde,47.07,11.92,0.50,Bo,Oeste,A,19,528930
17370,94.53,1513.47,4,2,1989,-7.14,43.36,27.52,Casa,Media,Negro,54.32,5.67,0.31,Bo,Oeste,E,16,303461
11269,31.49,32.15,4,1,2005,-8.24,43.21,17.11,Casa,Alta,Vermello,6.61,6.21,0.06,Regular,Norte,B,0,71451
22554,122.92,0.00,5,1,1958,-7.63,42.11,10.86,Apartamento,Media,Vermello,9.31,11.41,0.05,Regular,Oeste,C,0,162186
26279,163.35,1056.60,2,2,2022,-7.52,42.10,5.87,Casa,Media,Amarelo,24.62,9.66,0.13,Bo,Sur,F,15,341819
7385,100.95,1349.15,1,2,1997,-7.75,43.15,24.96,Casa,Baixa,Azul,,25.05,0.60,Regular,Este,A,7,245565
25040,59.56,20.91,5,2,1978,-8.48,42.25,6.87,Chalet adosado,Media,Vermello,60.18,9.67,0.57,Bo,Norte,G,17,106882
26313,186.69,89.03,3,3,2018,-7.64,42.79,26.67,Chalet adosado,Baixa,Branco,57.02,3.08,-0.06,Bo,Oeste,G,0,201311
24170,264.51,2310.16,6,2,1972,-7.91,42.15,14.29,Apartamento,Media,Verde,76.70,4.45,0.61,Bo,Norte,F,5,535780
29049,64.53,27.12,3,3,1997,-9.29,43.67,27.86,Apartamento,Baixa,Azul,10.79,1.21,0.39,Bo,Sur,G,0,68265
9461,30.00,45.83,6,1,2011,-9.08,41.87,11.88,Apartamento,Media,Amarelo,6.46,4.68,-0.03,Bo,Oeste,D,0,114203
2463,129.99,1843.82,5,1,1966,-9.01,41.92,6.63,Casa,Media,Azul,53.37,16.36,0.26,Bo,Norte,E,15,414728
27640,86.75,5.31,3,3,1963,-8.77,42.92,17.63,Apartamento,Baixa,Vermello,0.10,2.48,-0.03,Bo,Oeste,E,0,66128
16653,33.66,0.00,6,2,1989,-8.57,43.51,19.65,Apartamento,Media,Vermello,0.80,0.45,0.43,Bo,Norte,C,0,50000
19965,44.15,0.00,2,2,1955,-6.97,42.48,12.59,Apartamento,Media,Verde,1.39,2.64,0.35,Regular,Norte,C,0,89036
12943,137.12,2602.85,2,3,1982,-8.58,42.68,22.90,Casa,Media,Branco,26.43,14.38,0.31,Bo,Este,D,3,504857
11709,82.54,0.00,4,2,1952,-6.78,42.51,29.32,Apartamento,Media,Negro,4.28,11.72,0.35,Regular,Este,A,0,57222
16456,128.22,0.00,2,1,2019,-9.10,43.15,15.23,Apartamento,Media,Amarelo,11.84,,0.25,Regular,Norte,F,0,143166
9455,185.41,129.40,3,2,1947,-8.31,43.13,20.89,Chalet adosado,Media,Vermello,21.14,12.35,0.40,Regular,Oeste,G,3,241885
27064,174.31,0.00,5,3,1943,-9.07,42.64,7.32,Apartamento,Media,Azul,6.12,,0.08,Bo,Oeste,B,0,183870
6510,281.92,1167.11,5,3,2008,-7.70,42.93,13.29,Casa,Alta,Amarelo,69.50,,0.34,Bo,Oeste,E,16,598695
19206,53.25,,2,2,2000,-8.64,42.45,10.21,Apartamento,Alta,Amarelo,13.52,3.36,0.16,Malo,Sur,E,0,58487
28433,176.65,2651.36,5,1,1982,-7.15,42.80,24.78,Casa,Alta,Amarelo,3.10,11.05,0.47,Bo,Sur,C,14,580520
590,294.57,2903.96,1,2,1996,-8.73,42.52,25.92,Casa,Media,Verde,11.70,17.32,0.32,Bo,Oeste,E,0,750802
25086,46.24,0.00,3,3,2013,-7.00,42.29,12.98,Apartamento,Media,Negro,0.29,11.76,0.18,Bo,Norte,C,0,50947
13137,91.33,0.00,2,1,1997,-9.06,42.60,25.47,Apartamento,Baixa,Negro,13.96,13.78,0.14,Bo,Norte,E,0,50000
16550,106.94,1352.25,1,2,2008,-7.37,42.75,6.14,Casa,Media,Vermello,32.67,2.62,0.22,Regular,Este,G,10,242060
8849,73.78,2530.99,3,2,2024,-7.67,43.56,6.02,Casa,Baixa,Vermello,79.25,0.94,0.24,Regular,Este,B,13,367735
4625,122.32,10.09,4,1,1941,-7.45,42.98,21.14,Apartamento,Baixa,Branco,12.59,11.69,0.28,Bo,Oeste,G,0,102113
25723,180.81,0.00,5,2,2024,-7.90,42.91,10.66,Apartamento,Alta,Verde,1.40,10.22,0.19,Bo,Este,E,0,168541
